"","ticker","open","close","adj_close","low","high","volume","date"
"2007632","NCLH",52.6800003051758,53.0699996948242,53.0699996948242,52.2999992370605,53.2700004577637,959100,2018-08-24
"2133259","EXPD",74.0199966430664,73.6999969482422,73.6999969482422,73.3300018310547,74.0199966430664,466400,2018-08-24
"2143677","PHM",28.6800003051758,28.5499992370605,28.5499992370605,28.5,28.8899993896484,2102800,2018-08-24
"2182589","ALB",94.2600021362305,96,96,94,96.9800033569336,1609700,2018-08-24
"2193552","EXPE",129.059997558594,130.220001220703,130.220001220703,128.889999389648,130.850006103516,891500,2018-08-24
"2206940","CNC",144.639999389648,145.240005493164,145.240005493164,143.889999389648,145.350006103516,801600,2018-08-24
"2337740","IRM",36.0999984741211,35.9000015258789,35.9000015258789,35.810001373291,36.25,872800,2018-08-24
"2370047","MCHP",86.4199981689453,86.9800033569336,86.9800033569336,85.8399963378906,87.0999984741211,2489800,2018-08-24
"2531443","CTXS",112.080001831055,112.970001220703,112.970001220703,112.080001831055,113.120002746582,845100,2018-08-24
"2539149","ALK",64.6699981689453,64.8300018310547,64.8300018310547,63.9500007629395,64.9700012207031,1171100,2018-08-24
"2549700","ZTS",89.8199996948242,89.5999984741211,89.5999984741211,89.3099975585938,90.1999969482422,1655600,2018-08-24
"2603240","ALL",99.3399963378906,99.5299987792969,99.5299987792969,99.1999969482422,99.8499984741211,1879000,2018-08-24
"2634912","CNP",27.75,27.8799991607666,27.8799991607666,27.5799999237061,27.9300003051758,2536400,2018-08-24
"2677820","HSIC",81.3000030517578,81.1500015258789,81.1500015258789,80.5,81.3000030517578,961200,2018-08-24
"2705643","ADSK",152.389999389648,157.199996948242,157.199996948242,150.619995117188,157.779998779297,8509700,2018-08-24
"2767328","FLIR",61.2900009155273,61.3300018310547,61.3300018310547,60.939998626709,61.4000015258789,382200,2018-08-24
"2819964","ANSS",176.679992675781,178.100006103516,178.100006103516,176.059997558594,178.419998168945,230400,2018-08-24
"2830634","NTAP",83.4800033569336,84.2399978637695,84.2399978637695,83.379997253418,84.2900009155273,1449100,2018-08-24
"2847389","TTWO",131.660003662109,134.009994506836,134.009994506836,131.270004272461,134.630004882812,1928400,2018-08-24
"2908927","MOS",29.6499996185303,29.6399993896484,29.6399993896484,29.4699993133545,29.8500003814697,2378400,2018-08-24
"2956032","OKE",67.5800018310547,67.4899978637695,67.4899978637695,67.3099975585938,67.9000015258789,2043600,2018-08-24
"3098379","INCY",69.4000015258789,70.0800018310547,70.0800018310547,69.2799987792969,70.8099975585938,1936200,2018-08-24
"3113226","AMD",22.9099998474121,23.9799995422363,23.9799995422363,22.6700000762939,24,163640700,2018-08-24
"3166511","ANTM",264.350006103516,265.380004882812,265.380004882812,263.890014648438,266,883600,2018-08-24
"3206741","MPC",82.120002746582,83.8199996948242,83.8199996948242,81.6800003051758,83.8600006103516,6091800,2018-08-24
